"Einträger","Stammbuch"
"1037049284","1014793637"
"1037049810","1014793637"
"1050115635","1014793637"
"1050190572","1014793637"
"1050190696","1014793637"
"1050227883","1014793637"
"1051054680","1014793637"
"10417952X","1014793637"
"11870950X","1014793637"
"12097004X","1014793637"
"12161672X","1014793637"
"12415364X","1014793637"
"13024449X","1014793637"
"13030204X","1014793637"
"13154943X","1014793637"
"100375235","1014801834"
"1028233426","1014801834"
"104306424","1014801834"
"1062675606","1014801834"
"1117725251","1014801834"
"118580485","1014801834"
"118950037","1014801834"
"119832976","1014801834"
"119874016","1014801834"
"123033039","1014801834"
"124438679","1014801834"
"116286598","1014839475"
"118062581","1014839475"
"124841287","1014839475"
"139729135","1014839475"
"1012407349","1014839475"
"1012407349","1014839475"
"1014839475","1014839475"
"1030495610","1014839475"
"1031495339","1014839475"
"1033027448","1014839475"
"1033086738","1014839475"
"10248063X","1014839475"
"10028759X","1014840937"
"1026320984","1014840937"
"104162805","1014840937"
"1062675606","1014840937"
"1063011345","1014840937"
"1073228134","1014840937"
"1084034980","1014840937"
"116470089","1014840937"
"116483547","1014840937"
"116885955","1014840937"
"117238333","1014840937"
"117399671","1014840937"
"11934632X","1014840937"
"121207935","1014840937"
"121409899","1014840937"
"122879899","1014840937"
"123033039","1014840937"
"100157386","1015198945"
"100160107","1015198945"
"102526613","1015198945"
"104156023","1015198945"
"104301228","1015198945"
"116575379","1015198945"
"116661283","1015198945"
"116995890","1015198945"
"117154547","1015198945"
"117608750","1015198945"
"118893459","1015198945"
"119211637","1015198945"
"119223473","1015198945"
"120096498","1015198945"
"123140528","1015198945"
"123683521","1015198945"
"124389716","1015198945"
"129028363","1015198945"
"130468754","1015198945"
"132881918","1015198945"
"1026320984","1015198945"
"1031664440","1015198945"
"1031801219","1015198945"
"1063921260","1015198945"
"1064966403","1015198945"
"1064967140","1015198945"
"1064969089","1015198945"
"1065016891","1015198945"
"1065018339","1015198945"
"100659918","1015203752"
"100726143","1015203752"
"100840868","1015203752"
"101441928X","1015203752"
"1019138823","1015203752"
"1043168729","1015203752"
"104376066","1015203752"
"1052801722","1015203752"
"1077495579","1015203752"
"1095514563","1015203752"
"1119187184","1015203752"
"1119189624","1015203752"
"1119249902","1015203752"
"1119261910","1015203752"
"1119262720","1015203752"
"1119263077","1015203752"
"1119270022","1015203752"
"115356568","1015203752"
"116363509","1015203752"
"100173438","1015262430"
"100358675","1015262430"
"10079145X","1015262430"
"101050348","1015262430"
"101088752","1015262430"
"1021440388","1015262430"
"102464685","1015262430"
"102520232","1015262430"
"104082038","1015262430"
"1041648197","1015262430"
"1049204727","1015262430"
"1053489889","1015262430"
"115532625","1015262430"
"115599711","1015262430"
"116222093","1015262430"
"116484012","1015262430"
"11674099X","1015262430"
"116812362","1015262430"
"116831219","1015262430"
"117606790","1015262430"
"121903184","1015262430"
"122093070","1015262430"
"123844886","1015262430"
"124544126","1015262430"
"128365978","1015262430"
"128365978","1015262430"
"136490476","1015262430"
"143329707","1015262430"
"104199288","1015413366"
"104310138","1015413366"
"115535462","1015413366"
"115625356","1015413366"
"116025883","1015413366"
"116346086","1015413366"
"117161381","1015413366"
"117260754","1015413366"
"117301213","1015413366"
"117429732","1015413366"
"117519294","1015413366"
"120871904","1015413366"
"121417123","1015413366"
"121598810","1015413366"
"121890643","1015413366"
"122595432","1015413366"
"122747178","1015413366"
"124192912","1015413366"
"124400159","1015413366"
"124702791","1015413366"
"128473177","1015413366"
"1017016747","1015413366"
"1033301760","1015413366"
"1033556106","1015413366"
"1035078716","1015413366"
"1035106000","1015413366"
"1035116642","1015413366"
"1035139197","1015413366"
"1035176831","1015413366"
"1035179156","1015413366"
"1041648766","1015413366"
"1051173698","1015413366"
"1078767238","1015413366"
"1078870314","1015413366"
"1079532854","1015413366"
"1079552804","1015413366"
"1079565833","1015413366"
"103619566X","1015413366"
"11851685X","1015413366"
"117235776","1015682197"
"120723727","1015682197"
"122078470","1015682197"
"122412214","1015682197"
"122746872","1015682197"
"124491383","1015682197"
"124514693","1015682197"
"124557562","1015682197"
"130503517","1015682197"
"1032546468","1015682197"
"103255441X","1015682197"
"11734527X","1015682197"
"104130881","1015696139"
"115538860","1015696139"
"116398345","1015696139"
"1028354142","1015696139"
"1030250669","1015696139"
"1030500576","1015696139"
"1032765372","1015696139"
"1032807504","1015696139"
"1032809043","1015696139"
"1080678158","1015696139"
"102634123X","1015696139"
"103122923X","1015696139"
"11609902X","1015696139"
"100522688","101576407X"
"100796958","101576407X"
"101622333","101576407X"
"104158255","101576407X"
"1120341728","101576407X"
"115540806","101576407X"
"115661069","101576407X"
"116146761","101576407X"
"116211431","101576407X"
"117088307","101576407X"
"118512617","101576407X"
"118534688","101576407X"
"11862220X","101576407X"
"11872424X","101576407X"
"119091852","101576407X"
"120387794","101576407X"
"123165350","101576407X"
"102493847","1015882315"
"1026259371","1015882315"
"1029396930","1015882315"
"103125477","1015882315"
"1051906598","1015882315"
"1053439695","1015882315"
"1077470681","1015882315"
"1116646331","1015882315"
"1116993473","1015882315"
"1119263077","1015882315"
"1120965152","1015882315"
"1121016030","1015882315"
"115505520","1015882315"
"116473207","1015882315"
"116562382","1015882315"
"117348120","1015882315"
"118653938","1015882315"
"118783726","1015882315"
"120430282","1015882315"
"122599489","1015882315"
"123417686","1015882315"
"124082351","1015882315"
"141073012","1015882315"
"14232602X","1015882315"
"100703739","1016003161"
"10079145X","1016003161"
"101031270","1016003161"
"101185760X","1016003161"
"101576407X","1016003161"
"1016004761","1016003161"
"1018480110","1016003161"
"1024525120","1016003161"
"102870713","1016003161"
"1029396930","1016003161"
"103125477","1016003161"
"1031452249","1016003161"
"1036853357","1016003161"
"10406885X","1016003161"
"104229942","1016003161"
"1051859298","1016003161"
"1051922003","1016003161"
"1052522661","1016003161"
"105343703X","1016003161"
"1053439695","1016003161"
"1116451239","1016003161"
"1116453223","1016003161"
"1116453290","1016003161"
"111664343X","1016003161"
"1116646331","1016003161"
"1116649535","1016003161"
"1119940079","1016003161"
"1122074395","1016003161"
"1122074557","1016003161"
"112207476X","1016003161"
"1122127936","1016003161"
"1122140398","1016003161"
"1122141599","1016003161"
"1122143958","1016003161"
"1122222394","1016003161"
"1122226322","1016003161"
"1122226322","1016003161"
"1122232551","1016003161"
"115532625","1016003161"
"115785884","1016003161"
"116286598","1016003161"
"117253243","1016003161"
"117265543","1016003161"
"11743972X","1016003161"
"118025279","1016003161"
"118751735","1016003161"
"119123339","1016003161"
"120763583","1016003161"
"122599489","1016003161"
"123001668","1016003161"
"124082351","1016003161"
"124082351","1016003161"
"12911183X","1016003161"
"130640697","1016003161"
"136299504","1016003161"
"141054018","1016003161"
"141073012","1016003161"
"100029973","1016004761"
"100060471","1016004761"
"100061362","1016004761"
"100134971","1016004761"
"100135870","1016004761"
"100330355","1016004761"
"100703739","1016004761"
"100865143","1016004761"
"100867103","1016004761"
"100868037","1016004761"
"1016549288","1016004761"
"1017547556","1016004761"
"1018481230","1016004761"
"1019759429","1016004761"
"102536546","1016004761"
"1029801568","1016004761"
"1031277854","1016004761"
"103136093X","1016004761"
"1031503595","1016004761"
"103229907X","1016004761"
"1055738711","1016004761"
"1075572908","1016004761"
"1076554679","1016004761"
"1116451239","1016004761"
"1116993104","1016004761"
"1116993198","1016004761"
"1128630567","1016004761"
"112962451X","1016004761"
"1133595464","1016004761"
"1136637389","1016004761"
"1136637613","1016004761"
"1138256811","1016004761"
"114219714X","1016004761"
"1142288536","1016004761"
"1142806308","1016004761"
"1142815315","1016004761"
"115536884","1016004761"
"116286598","1016004761"
"116405740","1016004761"
"116867043","1016004761"
"11704329X","1016004761"
"117253243","1016004761"
"117301213","1016004761"
"117414395","1016004761"
"117414476","1016004761"
"118025279","1016004761"
"118512617","1016004761"
"118569376","1016004761"
"118751735","1016004761"
"119061082","1016004761"
"11952452X","1016004761"
"123347548","1016004761"
"124789803","1016004761"
"129918490","1016004761"
"142374385","1016004761"
"142672424","1016004761"
"143329707","1016004761"
"104196734","1016252242"
"104333316","1016252242"
"120421623","1016252242"
"124742165","1016252242"
"128469536","1016252242"
"139080929","1016252242"
"139237992","1016252242"
"142550035","1016252242"
"1032871180","1016252242"
"1032890754","1016252242"
"1032897015","1016252242"
"1032932279","1016252242"
"102634123X","1016252242"
"103281411X","1016252242"
"13030204X","1016252242"
"120813440","1016549288"
"1031452249","1016549288"
"1031544836","1016549288"
"103148549X","1016549288"
"100249728","1016664273"
"100268579","1016664273"
"101010893","1016664273"
"102484309","1016664273"
"104156058","1016664273"
"104279427","1016664273"
"115393056","1016664273"
"115447105","1016664273"
"116124180","1016664273"
"116217014","1016664273"
"116325453","1016664273"
"116731087","1016664273"
"117102490","1016664273"
"117514691","1016664273"
"118772392","1016664273"
"120227649","1016664273"
"120365219","1016664273"
"121109097","1016664273"
"121486168","1016664273"
"121782999","1016664273"
"121894444","1016664273"
"122002288","1016664273"
"122352181","1016664273"
"122879899","1016664273"
"123013895","1016664273"
"123035414","1016664273"
"123071410","1016664273"
"123553784","1016664273"
"124082505","1016664273"
"124527752","1016664273"
"129295698","1016664273"
"131638084","1016664273"
"132638908","1016664273"
"141196874","1016664273"
"1015522696","1016664273"
"1016664273","1016664273"
"1017716080","1016664273"
"1019750561","1016664273"
"1030594945","1016664273"
"1031184104","1016664273"
"1031551956","1016664273"
"1032217324","1016664273"
"1032387432","1016664273"
"1033347280","1016664273"
"1034342932","1016664273"
"1034350773","1016664273"
"1034375903","1016664273"
"1034393138","1016664273"
"1034402498","1016664273"
"1043359818","1016664273"
"1044946377","1016664273"
"1045508853","1016664273"
"1045511021","1016664273"
"101187606X","1016664273"
"12469568X","1016664273"
"100174256","101666835X"
"100324258","101666835X"
"100632300","101666835X"
"100808778","101666835X"
