"Einträger","Stammbuch"
"115843647","1018480110"
"115879854","1018480110"
"116040130","1018480110"
"116095628","1018480110"
"116146761","1018480110"
"116224878","1018480110"
"116239840","1018480110"
"11645282X","1018480110"
"116867043","1018480110"
"117088307","1018480110"
"117122017","1018480110"
"117167959","1018480110"
"117414395","1018480110"
"117523038","1018480110"
"118512617","1018480110"
"118701568","1018480110"
"118717146","1018480110"
"118737147","1018480110"
"119061082","1018480110"
"120350041","1018480110"
"122873009","1018480110"
"122974050","1018480110"
"122997689","1018480110"
"123001668","1018480110"
"124046436","1018480110"
"124687261","1018480110"
"128989017","1018480110"
"129758841","1018480110"
"133289966","1018480110"
"141154195","1018480110"
"101010893","1018532358"
"102484309","1018532358"
"116124180","1018532358"
"119088118","1018532358"
"120320703","1018532358"
"122687078","1018532358"
"122879899","1018532358"
"123013895","1018532358"
"123071410","1018532358"
"124531245","1018532358"
"129295698","1018532358"
"129301914","1018532358"
"130056383","1018532358"
"132638908","1018532358"
"136780180","1018532358"
"1032213329","1018532358"
"1032282258","1018532358"
"1032283378","1018532358"
"1032284773","1018532358"
"1032297107","1018532358"
"1032387432","1018532358"
"1032765372","1018532358"
"1033242721","1018532358"
"1033244252","1018532358"
"1034343238","1018532358"
"1043300643","1018532358"
"101187606X","1018532358"
"103122923X","1018532358"
"1025246691","1018533494"
"105572818X","1018533494"
"116524073","1018533494"
"118584200","1018533494"
"121318931","1018533494"
"121409899","1018533494"
"100840868","1018535039"
"101062494","1018535039"
"1014525675","1018535039"
"1014562635","1018535039"
"1017713790","1018535039"
"1018480110","1018535039"
"1018796517","1018535039"
"1027840612","1018535039"
"1031394532","1018535039"
"1036853357","1018535039"
"104229942","1018535039"
"1052522661","1018535039"
"1052801722","1018535039"
"1053421222","1018535039"
"1055273441","1018535039"
"1055380388","1018535039"
"105538040X","1018535039"
"1095487736","1018535039"
"1116453223","1018535039"
"1116453290","1018535039"
"111664343X","1018535039"
"1116993473","1018535039"
"1119262720","1018535039"
"1119940079","1018535039"
"112205260X","1018535039"
"1122074395","1018535039"
"1122074557","1018535039"
"112207476X","1018535039"
"1123044457","1018535039"
"1125030828","1018535039"
"112972607X","1018535039"
"1139066323","1018535039"
"1144379474","1018535039"
"1144395895","1018535039"
"1144413966","1018535039"
"1144416205","1018535039"
"1144417171","1018535039"
"1144532442","1018535039"
"1144533287","1018535039"
"1144536049","1018535039"
"114455196X","1018535039"
"1144552354","1018535039"
"1144560209","1018535039"
"115356568","1018535039"
"116040130","1018535039"
"116363509","1018535039"
"117122017","1018535039"
"120350041","1018535039"
"121976394","1018535039"
"122974050","1018535039"
"124082351","1018535039"
"124199933","1018535039"
"136299504","1018535039"
"142842141","1018535039"
"100232345","1018734392"
"100703739","1018734392"
"1012285650","1018734392"
"1016004761","1018734392"
"1019742801","1018734392"
"1023608693","1018734392"
"102493847","1018734392"
"1026259371","1018734392"
"1029149089","1018734392"
"103030077","1018734392"
"1053421109","1018734392"
"1119940079","1018734392"
"112004555X","1018734392"
"1122232551","1018734392"
"1129635066","1018734392"
"1129716651","1018734392"
"112972607X","1018734392"
"116905255","1018734392"
"117161381","1018734392"
"117348120","1018734392"
"118751735","1018734392"
"120187639","1018734392"
"121075109","1018734392"
"121162346","1018734392"
"122093070","1018734392"
"12430494X","1018734392"
"129315273","1018734392"
"140098062","1018734392"
"100134971","1018796517"
"100135870","1018796517"
"100330355","1018796517"
"100870228","1018796517"
"1116993104","1018796517"
"1116993198","1018796517"
"1116993473","1018796517"
"115536884","1018796517"
"115785884","1018796517"
"117253243","1018796517"
"119061082","1018796517"
"126260893","1018796517"
"129918490","1018796517"
"137749139","1018796517"
"100157386","1019135964"
"100160107","1019135964"
"104156023","1019135964"
"104301465","1019135964"
"115886206","1019135964"
"116313919","1019135964"
"116479922","1019135964"
"116661283","1019135964"
"116697598","1019135964"
"116995890","1019135964"
"117154547","1019135964"
"117608750","1019135964"
"117667919","1019135964"
"118607421","1019135964"
"118763903","1019135964"
"119061082","1019135964"
"119088118","1019135964"
"119223473","1019135964"
"119520737","1019135964"
"119708477","1019135964"
"121083764","1019135964"
"121431525","1019135964"
"122022246","1019135964"
"123140528","1019135964"
"124145841","1019135964"
"124147100","1019135964"
"124379893","1019135964"
"124389716","1019135964"
"128502932","1019135964"
"129028363","1019135964"
"129790087","1019135964"
"130468754","1019135964"
"132881918","1019135964"
"139767479","1019135964"
"1015368492","1019135964"
"1019755830","1019135964"
"1026320984","1019135964"
"1031588914","1019135964"
"1031654801","1019135964"
"1031664440","1019135964"
"1031664440","1019135964"
"1031748911","1019135964"
"1031801219","1019135964"
"1031802185","1019135964"
"1031802258","1019135964"
"1031822879","1019135964"
"1031822984","1019135964"
"1031838767","1019135964"
"1031928456","1019135964"
"1031936947","1019135964"
"1031937250","1019135964"
"1031939822","1019135964"
"1031948295","1019135964"
"103165433X","1019135964"
"11743972X","1019135964"
"11816757X","1019135964"
"10079145X","1019138823"
"1014799619","1019138823"
"1015333680","1019138823"
"1052727441","1019138823"
"1053423624","1019138823"
"1053439695","1019138823"
"1077104820","1019138823"
"1077328419","1019138823"
"1077442351","1019138823"
"1077452055","1019138823"
"1077495811","1019138823"
"1077496613","1019138823"
"1081027517","1019138823"
"1081083301","1019138823"
"1081142642","1019138823"
"1081147202","1019138823"
"1081195851","1019138823"
"1081430834","1019138823"
"1095514660","1019138823"
"1119261910","1019138823"
"1119262720","1019138823"
"1119263077","1019138823"
"1119270022","1019138823"
"1122074395","1019138823"
"1122573294","1019138823"
"1122582269","1019138823"
"1122607555","1019138823"
"1122612478","1019138823"
"1122612524","1019138823"
"1122612745","1019138823"
"1122662459","1019138823"
"1122668651","1019138823"
"1122673892","1019138823"
"1122674538","1019138823"
"1122674716","1019138823"
"1122675429","1019138823"
"1122676026","1019138823"
"1122676212","1019138823"
"1122676328","1019138823"
"1122756046","1019138823"
"112276541X","1019138823"
"1122772386","1019138823"
"1122997590","1019138823"
"1122998538","1019138823"
"1123036926","1019138823"
"1123042837","1019138823"
"1123043949","1019138823"
"1123044457","1019138823"
"115356568","1019138823"
"115532625","1019138823"
"117728314","1019138823"
"118159151","1019138823"
"121700119","1019138823"
"12294478X","1019138823"
"123001668","1019138823"
"123114314","1019138823"
"124082351","1019138823"
"124237339","1019138823"
"132657430","1019138823"
"14243390X","1019138823"
"100041361","101935867X"
"1016549288","101935867X"
"1018481230","101935867X"
"102536546","101935867X"
"102948925","101935867X"
"1031452249","101935867X"
"1035166496","101935867X"
"115490485","101935867X"
"116286598","101935867X"
"123393094","101935867X"
"123798299","101935867X"
"12911183X","101935867X"
"130640697","101935867X"
"100280285","1019729716"
"100869157","1019729716"
"102410453","1019729716"
"115537082","1019729716"
"116108010","1019729716"
"116877537","1019729716"
"117269611","1019729716"
"117429740","1019729716"
"118511270","1019729716"
"118525697","1019729716"
"119512297","1019729716"
"121102491","1019729716"
"121160777","1019729716"
"121745821","1019729716"
"121892611","1019729716"
"122824857","1019729716"
"124615813","1019729716"
"129051381","1019729716"
"129512397","1019729716"
"129532967","1019729716"
"129726788","1019729716"
"129749877","1019729716"
"130422517","1019729716"
"1011926660","1019729716"
"1019738391","1019729716"
"1022098667","1019729716"
"1044287527","1019729716"
"102634123X","1019729716"
"12844925X","1019729716"
"13086238X","1019729716"
"102561249","1019739835"
"115381090","1019739835"
"121699129","1019739835"
"129503991","1019739835"
"131380818","1019739835"
"133251756","1019739835"
"1035579359","1019739835"
"1035609622","1019739835"
"1035610558","1019739835"
"1035610736","1019739835"
"1035631075","1019739835"
"104352231X","1019739835"
"1041648197","1019740760"
"1052801854","1019740760"
"1053629354","1019740760"
"1055342931","1019740760"
"1115832352","1019740760"
"1119748232","1019740760"
"1119748321","1019740760"
"1126535508","1019740760"
"112760953X","1019740760"
"1127611496","1019740760"
"116612002","1019740760"
"120662639","1019740760"
"130112143","1019740760"
"141798327","1019740760"
"100033768","101976208X"
"10017731X","101976208X"
"100471226","101976208X"
"100522688","101976208X"
"100546250","101976208X"
"100696198","101976208X"
"100796958","101976208X"
"100823882","101976208X"
"100861113","101976208X"
"100868037","101976208X"
"100869459","101976208X"
"100926177","101976208X"
"101062494","101976208X"
"101976208X","101976208X"
"1036853357","101976208X"
"104103892","101976208X"
"1041648197","101976208X"
"1053439695","101976208X"
"1081032472","101976208X"
"1101484993","101976208X"
"110149915X","101976208X"
"1109084129","101976208X"
"1116352125","101976208X"
"1122074557","101976208X"
"115616624","101976208X"
"115647376","101976208X"
"115661069","101976208X"
"115842683","101976208X"
"116040130","101976208X"
"116146761","101976208X"
"11617997X","101976208X"
"116405740","101976208X"
"116422157","101976208X"
"116535059","101976208X"
"116539607","101976208X"
"116730684","101976208X"
"116830484","101976208X"
"116906707","101976208X"
"117016268","101976208X"
"117083666","101976208X"
"117088307","101976208X"
"117304999","101976208X"
"117355666","101976208X"
"117414395","101976208X"
"117414476","101976208X"
"117546070","101976208X"
"11812949X","101976208X"
"118569376","101976208X"
"118634771","101976208X"
"118653938","101976208X"
"118802712","101976208X"
"119061082","101976208X"
"121293130","101976208X"
"121722279","101976208X"
"122687442","101976208X"
"124687261","101976208X"
"129108464","101976208X"
"129758841","101976208X"
"129918490","101976208X"
"132603691","101976208X"
"137749139","101976208X"
"14232602X","101976208X"
"104049995","1019787724"
"104077700","1019787724"
"104102438","1019787724"
"104123257","1019787724"
"104239026","1019787724"
"104367636","1019787724"
"116939877","1019787724"
"117665347","1019787724"
"120101238","1019787724"
"120526549","1019787724"
"121881059","1019787724"
"122746872","1019787724"
"122944798","1019787724"
"123648718","1019787724"
"124707548","1019787724"
"128428805","1019787724"
"129004995","1019787724"
"129570877","1019787724"
"129585750","1019787724"
"129794759","1019787724"
"129912220","1019787724"
"130479594","1019787724"
"130503517","1019787724"
"1021411043","1019787724"
"1030515123","1019787724"
"1033027448","1019787724"
"1034036378","1019787724"
"1034717456","1019787724"
"1036669181","1019787724"
"1036673138","1019787724"
"1036694615","1019787724"
"1036721329","1019787724"
"1036723631","1019787724"
"103255441X","1019787724"
"12156133X","1019787724"
"12459221X","1019787724"
"12842009X","1019787724"
"12849462X","1019787724"
"12964899X","1019787724"
"100081940","1019808659"
"101035888","1019808659"
"1022939017","1019808659"
"102460795","1019808659"
"102617595X","1019808659"
"1027540848","1019808659"
"1028421818","1019808659"
"1028583168","1019808659"
"102934266","1019808659"
"103014268","1019808659"
"103038620","1019808659"
"103131234X","1019808659"
"1037139178","1019808659"
"1037151119","1019808659"
"1037176200","1019808659"
"1037188047","1019808659"
"103723457X","1019808659"
"104053674","1019808659"
"1041252250","1019808659"
"1041319355","1019808659"
"1042217556","1019808659"
"1043945601","1019808659"
"105188103X","1019808659"
"1053422075","1019808659"
"1053437056","1019808659"
"1055212116","1019808659"
"1055698329","1019808659"
"1063321670","1019808659"
"1077472749","1019808659"
"1112221549","1019808659"
"111582516X","1019808659"
"1116030772","1019808659"
"1116981300","1019808659"
"1119750296","1019808659"
"1123235732","1019808659"
"1123236186","1019808659"
"1123236798","1019808659"
"1129395677","1019808659"
"1130691632","1019808659"
"11623301X","1019808659"
"117304999","1019808659"
"117590207","1019808659"
"117639508","1019808659"
"118114115","1019808659"
"121202089","1019808659"
"123804736","1019808659"
"124261515","1019808659"
"12431886X","1019808659"
"124900135","1019808659"
"128350644","1019808659"
"128385227","1019808659"
"13172293X","1019808659"
"132308207","1019808659"
"135936705","1019808659"
"136195164","1019808659"
"140024441","1019808659"
"141054018","1019808659"
"141469919","1019808659"
"102484309","1019874554"
"1031501002","1019874554"
"1031507035","1019874554"
"1033556106","1019874554"
"1033557005","1019874554"
"1019742801","1020086750"
"1037425847","1020086750"
"104226447","1020086750"
"1080924019","1020086750"
"1127008986","1020086750"
"1127009877","1020086750"
"115535462","1020086750"
"116948337","1020086750"
"117061166","1020086750"
"117235776","1020086750"
"117235814","1020086750"
"117235814","1020086750"
"120324113","1020086750"
"120832623","1020086750"
"121195147","1020086750"
"122930037","1020086750"
"123417694","1020086750"
"12430494X","1020086750"
"124587046","1020086750"
"129070173","1020086750"
"130124206","1020086750"
"136185258","1020086750"
"136185967","1020086750"
"139729135","1020086750"
"100069983","1020306610"
"100077609","1020306610"
"100190359","1020306610"
"100375235","1020306610"
"116031670","1020306610"
"116204915","1020306610"
"116265760","1020306610"
"116550473","1020306610"
"116635169","1020306610"
"116651156","1020306610"
"117345938","1020306610"
"118606875","1020306610"
"118677446","1020306610"
"119819023","1020306610"
"119863766","1020306610"
"120105268","1020306610"
"121177459","1020306610"
"131825968","1020306610"
"1021860077","1020306610"
"1024563340","1020306610"
"1026387396","1020306610"
"1027232078","1020306610"
"1027297080","1020306610"
"1027356168","1020306610"
"1027358926","1020306610"
"1027475884","1020306610"
"1027971342","1020306610"
"1028286422","1020306610"
"11572138X","1020306610"
"11735001X","1020306610"
"11899669X","1020306610"
"103152865","1020308818"
"104183586","1020308818"
"104313498","1020308818"
"117760846","1020308818"
"119549999","1020308818"
"122821793","1020308818"
"124718590","1020308818"
"129068896","1020308818"
"132679566","1020308818"
"136109977","1020308818"
"136185967","1020308818"
"139237992","1020308818"
"1032149124","1020308818"
"1032200707","1020308818"
"1032215682","1020308818"
"1032232455","1020308818"
"1043353658","1020308818"
"1043695044","1020308818"
"1043697012","1020308818"
"1043699406","1020308818"
"1044570245","1020308818"
"1044572876","1020308818"
"1080678158","1020308818"
"104279427","1020309113"
"115393056","1020309113"
"116325453","1020309113"
"120363577","1020309113"
"122898885","1020309113"
"124742165","1020309113"
"128469536","1020309113"
"130432474","1020309113"
"131638084","1020309113"
"1032897015","1020309113"
"1032932279","1020309113"
"1043695044","1020309113"
"1043697012","1020309113"
"1043699406","1020309113"
"1043721126","1020309113"
"1043728481","1020309113"
"1043735976","1020309113"
"1043737464","1020309113"
"1043737464","1020309113"
"102634123X","1020309113"
"104319186","1020309407"
"116040149","1020309407"
"116108010","1020309407"
"116484187","1020309407"
"116595949","1020309407"
"116877537","1020309407"
"116976349","1020309407"
"117429740","1020309407"
"118511270","1020309407"
"121160777","1020309407"
"121721345","1020309407"
"122062280","1020309407"
"122824857","1020309407"
"124701531","1020309407"
"124914632","1020309407"
"129379271","1020309407"
"129726788","1020309407"
"1019763221","1020309407"
"1033204749","1020309407"
"103376194X","1020309407"
"100112544","1020309644"
"100237584","1020309644"
"100595626","1020309644"
"100869416","1020309644"
"102410453","1020309644"
"102464219","1020309644"
"102519889","1020309644"
"104279427","1020309644"
"104319038","1020309644"
"115361324","1020309644"
"115393056","1020309644"
"116462485","1020309644"
"116850051","1020309644"
"116965746","1020309644"
"117187828","1020309644"
"117269611","1020309644"
"117417092","1020309644"
"117429740","1020309644"
"117521930","1020309644"
"118525697","1020309644"
"118905422","1020309644"
"120042479","1020309644"
"128427930","1020309644"
"129040053","1020309644"
"10010701X","1020309644"
"10412492X","1020309644"
"11629213X","1020309644"
"11728193X","1020309644"
"100181473","1020395176"
"100280285","1020395176"
"100857825","1020395176"
"102519889","1020395176"
"104130881","1020395176"
"104279427","1020395176"
"115653996","1020395176"
"116362014","1020395176"
"116981539","1020395176"
"117396427","1020395176"
"117503010","1020395176"
"117514691","1020395176"
"120256061","1020395176"
"121464091","1020395176"
"121818381","1020395176"
"122339770","1020395176"
"122413024","1020395176"
"122502965","1020395176"
"124592104","1020395176"
"129512397","1020395176"
"129801232","1020395176"
"129803421","1020395176"
"136195881","1020395176"
"143342037","1020395176"
"1011577291","1020395176"
"1030250669","1020395176"
"1030307032","1020395176"
"1032809043","1020395176"
"1033870323","1020395176"
"1033870587","1020395176"
"103383484X","1020395176"
"11760903X","1020395176"
"12273484X","1020395176"
"100618030","1020431032"
"104050934","1020431032"
"104114010","1020431032"
"104208864","1020431032"
"104310138","1020431032"
"115524169","1020431032"
"115535462","1020431032"
"116025883","1020431032"
"116373164","1020431032"
"118783181","1020431032"
"120256061","1020431032"
"120871904","1020431032"
"121536424","1020431032"
"122131584","1020431032"
"122413024","1020431032"
"122502965","1020431032"
"124019722","1020431032"
"124515568","1020431032"
"124592082","1020431032"
"124981356","1020431032"
"142333131","1020431032"
"143342037","1020431032"
"1020431032","1020431032"
"1020431032","1020431032"
"1030250669","1020431032"
"1030307296","1020431032"
"1030309825","1020431032"
"1078767238","1020431032"
"1078870314","1020431032"
"11851685X","1020431032"
"12014980X","1020431032"
"12102458X","1020431032"
"116211431","1020431504"
"1011159147","1020431504"
"1019386142","1020431504"
"101993963X","1020431504"
"102512329","1020431504"
"1026655315","1020431504"
"102837268X","1020431504"
"1030232148","1020431504"
"1033468622","1020431504"
"104175648","1020431504"
"104260033","1020431504"
"1051910056","1020431504"
"1051950449","1020431504"
"1079565833","1020431504"
"1081028319","1020431504"
"1081032472","1020431504"
"1081039787","1020431504"
"1081051191","1020431504"
"1081051248","1020431504"
"1081167289","1020431504"
"1081175850","1020431504"
"1081179767","1020431504"
"1081230592","1020431504"
"1081667109","1020431504"
"1081668482","1020431504"
"1081682973","1020431504"
"108168853X","1020431504"
"1081692308","1020431504"
"1081747730","1020431504"
"1081749156","1020431504"
"1081799439","1020431504"
"1081915242","1020431504"
"1081931388","1020431504"
"115613943","1020431504"
"116446889","1020431504"
"116887206","1020431504"
"117016268","1020431504"
"118534688","1020431504"
"118684426","1020431504"
"118703102","1020431504"
"119091852","1020431504"
"120058235","1020431504"
"120345749","1020431504"
"122696824","1020431504"
"122696824","1020431504"
"123165350","1020431504"
"128953160","1020431504"
"138225443","1020431504"
"139635815","1020431504"
"1079298371","102043550X"
"1115680692","102043550X"
"116063785","102043550X"
"116484012","102043550X"
"1012562840","1020607769"
"1031394532","1020607769"
"1036853357","1020607769"
"104141085","1020607769"
"1052449956","1020607769"
"1053163290","1020607769"
"105350487X","1020607769"
"1055738711","1020607769"
"1116453290","1020607769"
"1116618311","1020607769"
"111664343X","1020607769"
"1119924510","1020607769"
"1119930855","1020607769"
"1122074557","1020607769"
"1122140398","1020607769"
"1122143958","1020607769"
"1122674538","1020607769"
"1123042837","1020607769"
"1138376086","1020607769"
"1142815315","1020607769"
"1144379474","1020607769"
"1144413966","1020607769"
"1144417171","1020607769"
"1144532442","1020607769"
"1144533287","1020607769"
"114455196X","1020607769"
"1144552354","1020607769"
"1144560209","1020607769"
"1144982618","1020607769"
"1144985889","1020607769"
"1145068138","1020607769"
"1145074197","1020607769"
"1145074197","1020607769"
"1145079075","1020607769"
"1145153003","1020607769"
"1145153437","1020607769"
"114519186X","1020607769"
"1145205968","1020607769"
"1145206905","1020607769"
"1147335303","1020607769"
"122997689","1020607769"
"123480841","1020607769"
"132639335","1020607769"
"116353678","1020842970"
"116450681","1020842970"
"117676969","1020842970"
"118178113","1020842970"
"119693968","1020842970"
"120977346","1020842970"
"121460894","1020842970"
"121933555","1020842970"
"122097777","1020842970"
"123413419","1020842970"
"123534380","1020842970"
"124073921","1020842970"
"124580297","1020842970"
"124657893","1020842970"
"124682103","1020842970"
"124686214","1020842970"
"124844588","1020842970"
"124967353","1020842970"
"128799242","1020842970"
"100002617","1020847115"
"102088309X","1020847115"
"1132531888","1020847115"
"115414649","1020847115"
"116370661","1020847115"
"116550473","1020847115"
"116575379","1020847115"
"117343382","1020847115"
"117459003","1020847115"
"123739985","1020847115"
"124859887","1020847115"
"100238599","102088309X"
"100279090","102088309X"
"101240422","102088309X"
"104220171","102088309X"
"115414649","102088309X"
"115857400","102088309X"
"116749830","102088309X"
"119453665","102088309X"
"120745984","102088309X"
"121908631","102088309X"
"123302978","102088309X"
"124147100","102088309X"
"124548938","102088309X"
"124956505","102088309X"
"124967868","102088309X"
"124977634","102088309X"
"129124400","102088309X"
"130143634","102088309X"
"130517992","102088309X"
"131825968","102088309X"
"136293034","102088309X"
"138634262","102088309X"
"1019747617","102088309X"
"1023343088","102088309X"
"1027603858","102088309X"
"1063921260","102088309X"
"1071496999","102088309X"
"1071497804","102088309X"
"1071504037","102088309X"
"1071504142","102088309X"
"1071573608","102088309X"
"1071579541","102088309X"
"1071579541","102088309X"
"1071623753","102088309X"
"1071623842","102088309X"
"1071624032","102088309X"
"1071628550","102088309X"
"102088309X","102088309X"
"107158202X","102088309X"
"11884962X","102088309X"
"10087407X","1021042781"
"102462402","1021042781"
"104125306","1021042781"
"104303808","1021042781"
"10431673X","1021042781"
"104317191","1021042781"
"10434539X","1021042781"
"1062594339","1021042781"
"1077177941","1021042781"
"1088593674","1021042781"
"116501391","1021042781"
"116883391","1021042781"
"116991615","1021042781"
"117546569","1021042781"
"117644161","1021042781"
"118950037","1021042781"
"120272539","1021042781"
"120305224","1021042781"
"121078388","1021042781"
"12176883X","1021042781"
"122055225","1021042781"
"122109074","1021042781"
"122773675","1021042781"
"124627471","1021042781"
"124679757","1021042781"
"124788785","1021042781"
"124890253","1021042781"
"124902197","1021042781"
"124967353","1021042781"
"128576855","1021042781"
"128590505","1021042781"
"128707429","1021042781"
"130888176","1021042781"
"136451179","1021042781"
"13744401X","1021042781"
"1058840703","102108879X"
"107158202X","102108879X"
"115850945","102108879X"
"100171842","1021147869"
"100471226","1021147869"
"100796958","1021147869"
"100869459","1021147869"
"100885640","1021147869"
"1012393747","1021147869"
"1012533085","1021147869"
"101622333","1021147869"
"1016841922","1021147869"
"1017896143","1021147869"
"1019751975","1021147869"
"1021147869","1021147869"
"102199892","1021147869"
"102513791","1021147869"
"102562342","1021147869"
"102832145","1021147869"
"102902720","1021147869"
"103114025","1021147869"
"1034994425","1021147869"
"1037106350","1021147869"
"1037106407","1021147869"
"104045396","1021147869"
"1041252250","1021147869"
"1041269714","1021147869"
"1041270186","1021147869"
"1041271441","1021147869"
"1041272022","1021147869"
"1041648197","1021147869"
"1042215502","1021147869"
"104330503","1021147869"
"1050856740","1021147869"
"1052137709","1021147869"
"105303816X","1021147869"
"1053432178","1021147869"
"1053505205","1021147869"
"1055278664","1021147869"
"1055278672","1021147869"
"1055541799","1021147869"
"1067220771","1021147869"
"1078388067","1021147869"
"1078388563","1021147869"
"1101484993","1021147869"
"1101486198","1021147869"
"1101499087","1021147869"
"1112101594","1021147869"
"1112159657","1021147869"
"1112159894","1021147869"
"1112563474","1021147869"
"1112570969","1021147869"
"111257705X","1021147869"
"1112579060","1021147869"
"1115217372","1021147869"
"112653160X","1021147869"
"1126535508","1021147869"
"115419233","1021147869"
"115661069","1021147869"
"115793852","1021147869"
"115832408","1021147869"
"115842683","1021147869"
"116126442","1021147869"
"116539607","1021147869"
"116540702","1021147869"
"116550961","1021147869"
"116730684","1021147869"
"116947934","1021147869"
"117260754","1021147869"
"117560111","1021147869"
"117575429","1021147869"
"117590207","1021147869"
"118061720","1021147869"
"118061739","1021147869"
"118061755","1021147869"
"118061771","1021147869"
"11872424X","1021147869"
"118802712","1021147869"
"120057360","1021147869"
"12103478X","1021147869"
"121196658","1021147869"
"122639375","1021147869"
"122740947","1021147869"
"122887964","1021147869"
"123072190","1021147869"
"123467047","1021147869"
"123763436","1021147869"
"123844452","1021147869"
"128385227","1021147869"
"128421967","1021147869"
"128938919","1021147869"
"129317446","1021147869"
"130153095","1021147869"
"131376411","1021147869"
"132752190","1021147869"
"140558667","1021147869"
"14103498X","1021147869"
"141797606","1021147869"
"141798327","1021147869"
"142374385","1021147869"
"142388386","1021147869"
"1019761806","1021148903"
"102111014","1021148903"
"1060395258","1021148903"
"116204885","1021148903"
"121931919","1021148903"
"124819079","1021148903"
"13206488X","1021148903"
"117343382","1021190489"
"121119424","1021190489"
"124676480","1021190489"
"128429070","1021190489"
"1067435107","1021190489"
"13206488X","1021190489"
"115447105","1021373729"
"115509216","1021373729"
"116292008","1021373729"
"116358580","1021373729"
"116470089","1021373729"
"116885955","1021373729"
"117399671","1021373729"
"117591122","1021373729"
"121654648","1021373729"
"122061748","1021373729"
"123067960","1021373729"
"124533183","1021373729"
"124533183","1021373729"
"124704700","1021373729"
"129300950","1021373729"
"133319121","1021373729"
"172827663","1021373729"
"1021373729","1021373729"
"1021373729","1021373729"
"121055248","102173523X"
"100153747","1022098667"
"100630138","1022098667"
"100873286","1022098667"
"103110593","1022098667"
"104156627","1022098667"
"104266546","1022098667"
"104362227","1022098667"
"115465693","1022098667"
"115502785","1022098667"
"116262877","1022098667"
"116292008","1022098667"
"116484659","1022098667"
"116654406","1022098667"
"116837918","1022098667"
"116877537","1022098667"
"116951303","1022098667"
"116951753","1022098667"
"117010847","1022098667"
"117025488","1022098667"
"117034592","1022098667"
"117039063","1022098667"
"117269611","1022098667"
"117417904","1022098667"
"117595535","1022098667"
"117599115","1022098667"
"118525697","1022098667"
"119387697","1022098667"
"120042479","1022098667"
"120176181","1022098667"
"120280116","1022098667"
"121458180","1022098667"
"121461017","1022098667"
"121575667","1022098667"
"121776395","1022098667"
"121846733","1022098667"
"121891917","1022098667"
"123004683","1022098667"
"123338204","1022098667"
"123650933","1022098667"
"123723574","1022098667"
"124514472","1022098667"
"124553613","1022098667"
"124625924","1022098667"
"124633927","1022098667"
"124705758","1022098667"
"124974716","1022098667"
"128383585","1022098667"
"129052000","1022098667"
"129082368","1022098667"
"129593303","1022098667"
"130403326","1022098667"
"130546267","1022098667"
"130659185","1022098667"
"1022098667","1022098667"
"1028952708","1022098667"
"1028996705","1022098667"
"1047703378","1022098667"
"1058149210","1022098667"
"1058471902","1022098667"
"1060332132","1022098667"
"1060344769","1022098667"
"1060345927","1022098667"
"1061197441","1022098667"
"1071748181","1022098667"
"10010701X","1022098667"
"11585505X","1022098667"
"11697060X","1022098667"
"12352394X","1022098667"
"13741093X","1022098667"
"100873286","1022162160"
"104304464","1022162160"
"115691928","1022162160"
"115831398","1022162160"
"116137819","1022162160"
"117238333","1022162160"
"118861646","1022162160"
"119486911","1022162160"
"120178060","1022162160"
"121318931","1022162160"
"121463761","1022162160"
"121999300","1022162160"
"122746848","1022162160"
"123679672","1022162160"
"132739356","1022162160"
"135984920","1022162160"
"136036155","1022162160"
"137700342","1022162160"
"1011926660","1022162160"
"1012579239","1022162160"
"1019748974","1022162160"
"1049838718","1022162160"
"1058829041","1022162160"
"1058830368","1022162160"
"1058838342","1022162160"
"1058840703","1022162160"
"10437506X","1022162160"
"11743535X","1022162160"
"12010279X","1022162160"
"12161672X","1022162160"
"101053800","1022165100"
"102111014","1022165100"
"115857400","1022165100"
"118560182","1022165100"
"118590111","1022165100"
"119144646","1022165100"
"123961572","1022165100"
"142080578","1022165100"
"1011926660","1022165100"
"1016521774","1022165100"
"1019748974","1022165100"
"1019761806","1022165100"
"1042483043","1022165100"
"1049838718","1022165100"
"12161672X","1022165100"
"13287394X","1022165100"
"100153747","1022246836"
"102376026","1022246836"
"116262877","1022246836"
"116292008","1022246836"
"116294485","1022246836"
"116462485","1022246836"
"116812222","1022246836"
"116951753","1022246836"
"117238333","1022246836"
"117269611","1022246836"
"117417092","1022246836"
"117439525","1022246836"
"117521930","1022246836"
"117546569","1022246836"
"117599115","1022246836"
"118905422","1022246836"
"119486911","1022246836"
"120750082","1022246836"
"121701263","1022246836"
"122746848","1022246836"
"123451442","1022246836"
"123590604","1022246836"
"129051373","1022246836"
"129052418","1022246836"
"130659185","1022246836"
"1022246836","1022246836"
"1050278569","1022246836"
"1050324315","1022246836"
"1050352734","1022246836"
"10417952X","1022246836"
"11682672X","1022246836"
"11716495X","1022246836"
"11728193X","1022246836"
"102305617","102239452"
"115842047","102239452"
"100029752","102239452"
"100265901","102239452"
"100265901","102239452"
"100279090","102239452"
"100279090","102239452"
"100858457","102239452"
"102109176","102239452"
"1038750008","102239452"
"104173327","102239452"
"104173971","102239452"
"104176679","102239452"
"104177136","102239452"
"104194618","102239452"
"104244534","102239452"
"1046470205","102239452"
"1046470205","102239452"
"1046470205","102239452"
"1046470205","102239452"
"1046470205","102239452"
"1046470205","102239452"
"1046470205","102239452"
"1046470205","102239452"
